label,V1,V2
1,5.517624868,7.155690014
1,2.790244462,4.908980364
1,9.983403075,3.123782373
1,7.711784213,7.461112132
1,5.492359309,6.573146903
-1,0.521544882,1.175696545
1,7.917452701,2.974353121
1,5.057462016,1.613866198
-1,3.3690858,1.591165087
1,3.542124224,9.654838792
1,8.00257521,6.652843149
